,SG_UF,NR_ZONA,NR_LOCAL_VOTACAO,2009,2010,2011,2013,2015,2020,SY_MODELOS_DISTINTOS
61415,RS,158,1767,0,0,0,0,0,40,1
61416,RS,158,1775,0,0,0,0,0,12,1
61417,RS,159,1023,0,0,0,0,0,48,1
61418,RS,159,1058,0,0,0,0,0,52,1
61419,RS,159,1376,0,0,0,0,0,56,1
61420,RS,159,1406,0,0,0,0,0,64,1
61421,RS,159,1414,0,0,0,0,0,141,1
61422,RS,159,1422,0,0,0,0,0,36,1
61423,RS,159,1430,0,0,0,0,0,91,1
61424,RS,159,1449,0,0,0,0,0,32,1
61425,RS,159,1473,0,0,0,0,0,48,1
61426,RS,159,1481,0,0,0,0,0,56,1
61427,RS,159,1490,0,0,0,0,0,36,1
61428,RS,159,1503,0,0,0,0,0,56,1
61429,RS,159,1589,0,0,0,0,0,32,1
61430,RS,159,1996,0,0,0,0,0,64,1
61431,RS,159,2011,0,0,0,0,0,56,1
61432,RS,159,2020,0,0,0,0,0,39,1
61433,RS,159,2038,0,0,0,0,0,40,1
61434,RS,159,2046,0,0,0,0,0,40,1
61435,RS,159,2089,0,0,0,0,0,20,1
61436,RS,159,2097,0,0,0,0,0,32,1
61437,RS,159,2151,0,0,0,0,0,64,1
61438,RS,159,2178,0,0,0,0,0,40,1
61439,RS,159,2186,0,0,0,0,0,36,1
61440,RS,159,2208,0,0,0,0,0,20,1
61441,RS,159,2321,0,0,0,0,0,8,1
61442,RS,159,2402,0,0,0,0,0,3,1
61443,RS,160,1171,0,0,0,0,0,16,1
61444,RS,160,1180,0,0,0,0,0,44,1
61445,RS,160,1198,0,0,0,0,0,32,1
61446,RS,160,1414,0,0,0,0,0,20,1
61447,RS,160,1422,0,0,0,0,0,24,1
61448,RS,160,1430,0,0,0,0,0,28,1
61449,RS,160,1473,0,0,0,0,0,40,1
61450,RS,160,1481,0,0,0,0,0,32,1
61451,RS,160,1490,0,0,0,0,0,52,1
61452,RS,160,1503,0,0,0,0,0,44,1
61453,RS,160,1511,0,0,0,0,0,28,1
61454,RS,160,1546,0,0,0,0,0,16,1
61455,RS,160,1554,0,0,0,0,0,16,1
61456,RS,160,1562,0,0,0,0,0,40,1
61457,RS,160,1570,0,0,0,0,0,32,1
61458,RS,160,1589,0,0,0,0,0,44,1
61459,RS,160,1597,0,0,0,0,0,36,1
61460,RS,160,1600,0,0,0,0,0,48,1
61461,RS,160,1619,0,0,0,0,0,12,1
61462,RS,160,1627,0,0,0,0,0,20,1
61463,RS,160,1635,0,0,0,0,0,36,1
61464,RS,160,1643,0,0,0,0,0,32,1
61465,RS,160,1660,0,0,0,0,0,20,1
61466,RS,160,1708,0,0,0,0,0,16,1
61467,RS,160,1716,0,0,0,0,0,8,1
61468,RS,160,1732,0,0,0,0,0,48,1
61469,RS,160,1740,0,0,0,0,0,20,1
61470,RS,160,1759,0,0,0,0,0,12,1
61471,RS,160,1767,0,0,0,0,0,44,1
61472,RS,160,1775,0,0,0,0,0,36,1
61473,RS,160,1783,0,0,0,0,0,43,1
61474,RS,160,1791,0,0,0,0,0,56,1
61475,RS,160,1805,0,0,0,0,0,36,1
61476,RS,160,1813,0,0,0,0,0,64,1
61477,RS,161,1155,0,0,0,0,0,20,1
61478,RS,161,1201,0,0,0,0,0,44,1
61479,RS,161,1392,0,0,0,0,0,24,1
61480,RS,161,1686,0,0,0,0,0,28,1
61481,RS,161,1708,0,0,0,0,0,24,1
61482,RS,161,1716,0,0,0,0,0,32,1
61483,RS,161,1732,0,0,0,0,0,60,1
61484,RS,161,1740,0,0,0,0,0,16,1
61485,RS,161,1767,0,0,0,0,0,47,1
61486,RS,161,1775,0,0,0,0,0,48,1
61487,RS,161,1783,0,0,0,0,0,44,1
61488,RS,161,1791,0,0,0,0,0,48,1
61489,RS,161,1805,0,0,0,0,0,40,1
61490,RS,161,1813,0,0,0,0,0,48,1
61491,RS,161,1821,0,0,0,0,0,32,1
61492,RS,161,1830,0,0,0,0,0,32,1
61493,RS,161,1848,0,0,0,0,0,52,1
61494,RS,161,1864,0,0,0,0,0,32,1
61495,RS,161,1872,0,0,0,0,0,36,1
61496,RS,161,1899,0,0,0,0,0,12,1
61497,RS,161,1902,0,0,0,0,0,40,1
61498,RS,161,1961,0,0,0,0,0,32,1
61499,RS,161,1988,0,0,0,0,0,24,1
61500,RS,161,1996,0,0,0,0,0,12,1
61501,RS,161,2011,0,0,0,0,0,20,1
61502,RS,161,2020,0,0,0,0,0,16,1
61503,RS,161,2038,0,0,0,0,0,44,1
61504,RS,161,2046,0,0,0,0,0,8,1
61505,RS,161,2054,0,0,0,0,0,8,1
61506,RS,161,2062,0,0,0,0,0,8,1
61507,RS,161,2070,0,0,0,0,0,16,1
61508,RS,161,2089,0,0,0,0,0,12,1
61509,RS,161,2097,0,0,0,0,0,28,1
61510,RS,161,2119,0,0,0,0,0,16,1
61511,RS,161,2127,0,0,0,0,0,28,1
61512,RS,161,2143,0,0,0,0,0,4,1
61513,RS,161,2151,0,0,0,0,0,28,1
61514,RS,161,2160,0,0,0,0,0,8,1
61515,RS,161,2178,0,0,0,0,0,8,1
61516,RS,161,2194,0,0,0,0,0,4,1
61517,RS,161,2208,0,0,0,0,0,16,1
61518,RS,161,2216,0,0,0,0,0,4,1
61519,RS,161,2224,0,0,0,0,0,4,1
61520,RS,162,1015,0,0,0,0,0,32,1
61521,RS,162,1023,0,0,0,0,0,56,1
61522,RS,162,1031,0,0,0,0,0,63,1
61523,RS,162,1040,0,0,0,0,0,64,1
61524,RS,162,1058,0,0,0,0,0,36,1
61525,RS,162,1066,0,0,0,0,0,48,1
61526,RS,162,1074,0,0,0,0,0,68,1
61527,RS,162,1082,0,0,0,0,0,16,1
61528,RS,162,1090,0,0,0,0,0,47,1
61529,RS,162,1104,0,0,0,0,0,22,1
61530,RS,162,1112,0,0,0,0,0,36,1
61531,RS,162,1120,0,0,0,0,0,60,1
61532,RS,162,1139,0,0,0,0,0,16,1
61533,RS,162,1147,0,0,0,0,0,44,1
61534,RS,162,1155,0,0,0,0,0,24,1
61535,RS,162,1163,0,0,0,0,0,18,1
61536,RS,162,1171,0,0,0,0,0,24,1
61537,RS,162,1180,0,0,0,0,0,20,1
61538,RS,162,1198,0,0,0,0,0,16,1
61539,RS,162,1201,0,0,0,0,0,32,1
61540,RS,162,1210,0,0,0,0,0,8,1
61541,RS,162,1228,0,0,0,0,0,16,1
61542,RS,162,1236,0,0,0,0,0,24,1
61543,RS,162,1244,0,0,0,0,0,8,1
61544,RS,162,1252,0,0,0,0,0,8,1
61545,RS,162,1260,0,0,0,0,0,7,1
61546,RS,162,1279,0,0,0,0,0,8,1
61547,RS,162,1287,0,0,0,0,0,8,1
61548,RS,162,1295,0,0,0,0,0,28,1
61549,RS,162,1309,0,0,0,0,0,20,1
61550,RS,162,1317,0,0,0,0,0,16,1
61551,RS,162,1325,0,0,0,0,0,28,1
61552,RS,162,1333,0,0,0,0,0,20,1
61553,RS,162,1341,0,0,0,0,0,20,1
61554,RS,162,1350,0,0,0,0,0,20,1
61555,RS,162,1368,0,0,0,0,0,8,1
61556,RS,163,1015,0,0,0,0,72,0,1
61557,RS,163,1031,0,0,0,0,28,0,1
61558,RS,163,1040,0,0,0,0,40,0,1
61559,RS,163,1058,0,0,0,0,40,0,1
61560,RS,163,1066,0,0,0,0,20,0,1
61561,RS,163,1074,0,0,0,0,72,0,1
61562,RS,163,1090,4,0,0,0,28,0,2
61563,RS,163,1104,0,0,0,0,40,0,1
61564,RS,163,1112,0,0,0,0,48,0,1
61565,RS,163,1120,0,0,0,0,4,0,1
61566,RS,163,1139,0,0,0,0,12,0,1
61567,RS,163,1147,0,0,0,0,4,0,1
61568,RS,163,1155,0,0,0,0,8,0,1
61569,RS,163,1163,0,0,0,0,24,0,1
61570,RS,163,1171,4,0,0,0,8,0,2
61571,RS,163,1198,0,0,0,0,8,0,1
61572,RS,163,1201,0,0,0,0,40,0,1
61573,RS,163,1210,0,0,0,0,28,0,1
61574,RS,163,1236,0,0,0,0,16,0,1
61575,RS,163,1244,0,0,0,0,8,0,1
61576,RS,163,1252,4,0,0,0,36,0,2
61577,RS,163,1260,4,0,0,0,32,0,2
61578,RS,163,1279,4,0,0,0,56,0,2
61579,RS,163,1287,0,0,0,0,44,0,1
61580,RS,163,1295,0,0,0,0,12,0,1
61581,RS,163,1309,0,0,0,0,32,0,1
61582,RS,163,1317,0,0,0,0,4,0,1
61583,RS,163,1333,0,0,0,0,4,0,1
61584,RS,163,1350,4,0,0,0,36,0,2
61585,RS,163,1376,4,0,0,0,40,0,2
61586,RS,163,1384,0,0,0,0,36,0,1
61587,RS,163,1392,0,0,0,0,3,0,1
61588,RS,164,1015,0,0,0,0,0,32,1
61589,RS,164,1023,0,0,0,0,0,68,1
61590,RS,164,1040,0,0,0,0,0,48,1
61591,RS,164,1058,0,0,0,0,0,156,1
61592,RS,164,1066,0,0,0,0,0,52,1
61593,RS,164,1082,0,0,0,0,0,24,1
61594,RS,164,1090,0,0,0,0,0,4,1
61595,RS,164,1104,0,0,0,0,0,40,1
61596,RS,164,1112,0,0,0,0,0,54,1
61597,RS,164,1120,0,0,0,0,0,4,1
61598,RS,164,1147,0,0,0,0,0,63,1
61599,RS,164,1155,0,0,0,0,0,48,1
61600,RS,164,1163,0,0,0,0,0,44,1
61601,RS,164,1171,0,0,0,0,0,164,1
61602,RS,164,1198,0,0,0,0,0,4,1
61603,RS,164,1201,0,0,0,0,0,20,1
61604,RS,164,1210,0,0,0,0,0,47,1
61605,RS,164,1228,0,0,0,0,0,28,1
61606,RS,164,1236,0,0,0,0,0,27,1
61607,RS,164,1244,0,0,0,0,0,12,1
61608,RS,164,1252,0,0,0,0,0,100,1
61609,RS,165,1015,0,0,8,11,59,0,3
61610,RS,165,1023,0,0,0,0,20,0,1
61611,RS,165,1031,0,0,0,0,32,0,1
61612,RS,165,1040,0,0,0,0,4,0,1
61613,RS,165,1058,0,0,0,0,16,0,1
61614,RS,165,1074,0,0,0,0,4,0,1
61615,RS,165,1082,0,0,0,0,8,0,1
61616,RS,165,1090,4,0,0,0,4,0,2
61617,RS,165,1104,0,0,0,0,12,0,1
61618,RS,165,1112,0,0,0,0,16,0,1
61619,RS,165,1120,0,0,0,0,4,0,1
61620,RS,165,1139,0,0,0,0,8,0,1
61621,RS,165,1147,0,0,0,0,8,0,1
61622,RS,165,1171,0,0,0,0,4,0,1
61623,RS,165,1198,0,0,0,0,8,0,1
61624,RS,165,1210,0,0,0,0,12,0,1
61625,RS,165,1228,0,0,0,0,8,0,1
61626,RS,165,1236,0,0,0,0,8,0,1
61627,RS,165,1244,0,0,0,0,16,0,1
61628,RS,165,1252,0,0,0,0,4,0,1
61629,RS,166,1015,0,20,0,0,0,0,1
61630,RS,166,1023,0,16,0,0,0,0,1
61631,RS,166,1031,0,7,0,0,0,0,1
61632,RS,166,1040,0,23,0,0,0,0,1
61633,RS,166,1058,0,15,0,0,0,0,1
61634,RS,166,1066,0,4,4,0,0,0,2
61635,RS,166,1074,0,7,0,0,0,0,1
61636,RS,166,1082,0,15,0,0,0,0,1
61637,RS,166,1090,0,4,0,0,0,0,1
61638,RS,166,1104,0,7,0,0,0,0,1
61639,RS,166,1112,0,11,0,0,0,0,1
61640,RS,166,1120,0,7,0,0,0,0,1
61641,RS,166,1139,0,11,0,0,0,0,1
61642,RS,166,1147,4,12,0,0,0,0,2
61643,RS,166,1155,0,3,0,0,0,0,1
61644,RS,166,1163,0,6,0,0,0,0,1
61645,RS,166,1171,0,12,0,0,0,0,1
61646,RS,166,1180,0,8,0,0,4,0,2
61647,RS,166,1198,0,4,0,0,0,0,1
61648,RS,166,1201,0,8,0,0,0,0,1
61649,RS,166,1210,0,12,0,0,0,0,1
61650,RS,166,1228,0,6,0,0,0,0,1
61651,RS,166,1236,0,6,0,0,0,0,1
61652,RS,166,1244,0,8,0,0,0,0,1
61653,RS,166,1252,0,12,0,0,0,0,1
61654,RS,166,1260,0,12,0,0,0,0,1
61655,RS,166,1309,0,4,0,0,0,0,1
61656,RS,166,1317,0,2,0,0,0,0,1
61657,RS,166,1325,0,0,0,4,0,0,1
61658,RS,168,1015,4,28,4,0,0,0,3
61659,RS,168,1023,0,21,0,0,0,0,1
61660,RS,168,1031,0,4,0,0,0,0,1
61661,RS,168,1040,4,4,0,0,0,0,2
61662,RS,168,1058,0,8,0,4,0,0,2
61663,RS,168,1066,0,4,0,0,0,0,1
61664,RS,168,1074,4,12,0,4,0,0,3
61665,RS,168,1082,0,4,0,0,0,0,1
61666,RS,168,1104,0,7,0,0,0,0,1
61667,RS,168,1120,0,8,0,0,0,0,1
61668,RS,168,1139,0,3,0,0,0,0,1
61669,RS,168,1147,0,12,0,0,0,0,1
61670,RS,168,1155,0,15,0,0,0,0,1
61671,RS,168,1163,0,8,0,0,0,0,1
61672,RS,168,1180,0,3,0,0,0,0,1
61673,RS,168,1198,0,3,0,0,0,0,1
61674,RS,168,1201,4,4,0,0,0,0,2
61675,RS,168,1210,0,4,0,0,0,0,1
61676,RS,168,1228,0,8,0,0,0,0,1
61677,RS,168,1236,0,8,0,0,0,0,1
61678,RS,169,1015,0,0,0,0,0,36,1
61679,RS,169,1023,0,0,0,0,0,52,1
61680,RS,169,1058,0,0,0,0,0,51,1
61681,RS,169,1074,0,0,0,0,0,28,1
61682,RS,169,1082,0,0,0,0,0,44,1
61683,RS,169,1090,0,0,0,0,0,48,1
61684,RS,169,1104,0,0,0,0,0,52,1
61685,RS,169,1112,0,0,0,0,0,35,1
61686,RS,169,1120,0,0,0,0,0,44,1
61687,RS,169,1139,0,0,0,0,0,32,1
61688,RS,169,1147,0,0,0,0,0,24,1
61689,RS,169,1155,0,0,0,0,0,36,1
61690,RS,169,1163,0,0,0,0,0,28,1
61691,RS,169,1171,0,0,0,0,0,28,1
61692,RS,169,1198,0,0,0,0,0,28,1
61693,RS,169,1210,0,0,0,0,0,44,1
61694,RS,169,1252,0,0,0,0,0,48,1
61695,RS,169,1260,0,0,0,0,0,51,1
61696,RS,169,1279,0,0,0,0,0,44,1
61697,RS,169,1287,0,0,0,0,0,20,1
61698,RS,169,1295,0,0,0,0,0,20,1
61699,RS,169,1309,0,0,0,0,0,28,1
61700,RS,169,1325,0,0,0,0,0,32,1
61701,RS,169,1333,0,0,0,0,0,48,1
61702,RS,169,1341,0,0,0,0,0,16,1
61703,RS,169,1350,0,0,0,0,0,15,1
61704,RS,169,1368,0,0,0,0,0,20,1
61705,RS,169,1376,0,0,0,0,0,32,1
61706,RS,169,1406,0,0,0,0,0,12,1
61707,RS,169,1414,0,0,0,0,0,15,1
61708,RS,169,1422,0,0,0,0,0,40,1
61709,RS,169,1449,0,0,0,0,0,36,1
61710,RS,169,1457,0,0,0,0,0,32,1
61711,RS,169,1465,0,0,0,0,0,16,1
61712,RS,169,1473,0,0,0,0,0,28,1
61713,RS,169,1490,0,0,0,0,0,24,1
61714,RS,169,1503,0,0,0,0,0,12,1
61715,RS,169,1511,0,0,0,0,0,4,1
61716,RS,169,1538,0,0,0,0,0,4,1
61717,RS,169,1546,0,0,0,0,0,4,1
61718,RS,169,1554,0,0,0,0,0,4,1
61719,RS,169,1562,0,0,0,0,0,20,1
61720,RS,169,1589,0,0,0,0,0,44,1
61721,RS,169,1597,0,0,0,0,0,8,1
61722,RS,169,1619,0,0,0,0,0,16,1
61723,RS,169,1627,0,0,0,0,0,4,1
61724,RS,169,1635,0,0,0,0,0,51,1
61725,RS,169,1643,0,0,0,0,0,8,1
61726,RS,169,1651,0,0,0,0,0,8,1
61727,RS,169,1660,0,0,0,0,0,4,1
61728,RS,169,1678,0,0,0,0,0,32,1
61729,RS,169,1686,0,0,0,0,0,4,1
61730,RS,169,1694,0,0,0,0,0,24,1
61731,RS,169,1708,0,0,0,0,0,16,1
61732,RS,169,1716,0,0,0,0,0,4,1
61733,RS,172,1023,0,0,0,0,0,36,1
61734,RS,172,1058,0,0,0,0,0,16,1
61735,RS,172,1066,0,0,0,0,0,12,1
61736,RS,172,1074,0,0,0,0,0,92,1
61737,RS,172,1082,0,0,0,0,0,71,1
61738,RS,172,1090,0,0,0,0,0,43,1
61739,RS,172,1104,0,0,0,0,0,39,1
61740,RS,172,1139,0,0,0,0,0,36,1
61741,RS,172,1147,0,0,0,0,0,32,1
61742,RS,172,1155,0,0,0,0,0,40,1
61743,RS,172,1163,0,0,0,0,0,64,1
61744,RS,172,1171,0,0,0,0,0,50,1
61745,RS,172,1180,0,0,0,0,0,36,1
61746,RS,172,1201,0,0,0,0,0,36,1
61747,RS,172,1210,0,0,0,0,0,23,1
61748,RS,172,1228,0,0,0,0,0,4,1
61749,RS,172,1236,0,0,0,0,0,3,1
61750,RS,172,1244,0,0,0,0,0,8,1
61751,RS,172,1287,0,0,0,0,0,44,1
61752,RS,172,1295,0,0,0,0,0,32,1
61753,RS,172,1317,0,0,0,0,0,24,1
61754,RS,172,1341,0,0,0,0,0,44,1
61755,RS,172,1376,0,0,0,0,0,32,1
61756,RS,172,1384,0,0,0,0,0,32,1
61757,RS,172,1406,0,0,0,0,0,56,1
61758,RS,172,1899,0,0,0,0,0,56,1
61759,RS,172,1902,0,0,0,0,0,36,1
61760,RS,172,1910,0,0,0,0,0,16,1
61761,RS,172,1929,0,0,0,0,0,44,1
61762,RS,172,1937,0,0,0,0,0,2,1
61763,RS,172,1945,0,0,0,0,0,19,1
61764,RS,173,1015,0,0,0,0,0,48,1
61765,RS,173,1023,0,0,0,0,0,52,1
61766,RS,173,1031,0,0,0,0,0,60,1
61767,RS,173,1040,0,0,0,0,0,35,1
61768,RS,173,1058,0,0,0,0,0,72,1
61769,RS,173,1066,0,0,0,0,0,48,1
61770,RS,173,1074,0,0,0,0,0,20,1
61771,RS,173,1082,0,0,0,0,0,54,1
61772,RS,173,1090,0,0,0,0,0,28,1
61773,RS,173,1104,0,0,0,0,0,28,1
61774,RS,173,1139,0,0,0,0,0,28,1
61775,RS,173,1147,0,0,0,0,0,12,1
61776,RS,173,1155,0,0,0,0,0,15,1
61777,RS,173,1163,0,0,0,0,0,60,1
61778,RS,173,1171,0,0,0,0,0,40,1
61779,RS,173,1180,0,0,0,0,0,31,1
61780,RS,173,1198,0,0,0,0,0,48,1
61781,RS,173,1201,0,0,0,0,0,24,1
61782,RS,173,1210,0,0,0,0,0,16,1
61783,RS,173,1228,0,0,0,0,0,16,1
61784,RS,173,1236,0,0,0,0,0,56,1
61785,RS,173,1244,0,0,0,0,0,24,1
61786,RS,173,1252,0,0,0,0,0,44,1
61787,RS,173,1260,0,0,0,0,0,32,1
61788,RS,173,1279,0,0,0,0,0,12,1
61789,RS,173,1287,0,0,0,0,0,40,1
61790,RS,173,1295,0,0,0,0,0,36,1
61791,RS,173,1309,0,0,0,0,0,16,1
61792,RS,173,1317,0,0,0,0,0,52,1
61793,RS,173,1325,0,0,0,0,0,24,1
61794,RS,173,1333,0,0,0,0,0,27,1
61795,RS,173,1341,0,0,0,0,0,20,1
61796,RS,173,1350,0,0,0,0,0,12,1
61797,RS,173,1376,0,0,0,0,0,12,1
61798,SC,1,1015,32,28,0,0,39,0,3
61799,SC,1,1023,4,47,0,0,20,0,3
61800,SC,1,1031,4,12,0,0,13,0,3
61801,SC,1,1040,8,58,0,0,15,0,3
61802,SC,1,1058,4,20,0,0,8,0,3
61803,SC,1,1066,12,28,0,0,0,0,2
61804,SC,1,1074,0,4,0,0,0,0,1
61805,SC,1,1082,0,12,0,0,4,0,2
61806,SC,1,1090,0,4,0,0,0,0,1
61807,SC,1,1104,0,4,0,0,0,0,1
61808,SC,1,1120,4,42,0,0,12,0,3
61809,SC,1,1139,0,3,0,0,0,0,1
61810,SC,1,1147,0,8,0,0,0,0,1
61811,SC,1,1155,0,0,0,0,4,0,1
61812,SC,1,1163,0,4,0,0,0,0,1
61813,SC,1,1171,0,0,0,0,4,0,1
61814,SC,1,1201,12,23,0,0,16,0,3
61815,SC,1,1210,4,36,0,0,16,0,3
61816,SC,1,1236,0,0,0,0,4,0,1
61817,SC,1,1252,0,4,0,0,0,0,1
61818,SC,1,1260,4,4,0,0,8,0,3
61819,SC,1,1287,0,0,0,0,4,0,1
61820,SC,1,1295,0,16,0,0,8,0,2
61821,SC,1,1317,0,4,0,0,0,0,1
61822,SC,1,1333,4,4,0,0,8,0,3
61823,SC,1,1350,7,4,0,0,16,0,3
61824,SC,1,1368,0,4,0,0,8,0,2
61825,SC,1,1384,0,12,0,0,12,0,2
61826,SC,1,1414,0,16,0,0,4,0,2
61827,SC,1,1422,0,0,0,0,4,0,1
61828,SC,1,1430,0,3,0,0,20,0,2
61829,SC,1,1465,4,4,0,0,19,0,3
61830,SC,1,1473,0,2,0,0,0,0,1
61831,SC,2,1015,7,48,0,0,44,0,3
61832,SC,2,1023,8,36,0,0,36,0,3
61833,SC,2,1031,20,4,0,0,28,0,3
61834,SC,2,1040,12,20,0,0,23,0,3
61835,SC,2,1058,0,4,0,0,4,0,2
61836,SC,2,1066,0,16,0,0,12,0,2
61837,SC,2,1074,0,0,0,0,16,0,1
61838,SC,2,1082,7,4,0,0,4,0,3
61839,SC,2,1090,0,11,0,0,0,0,1
61840,SC,2,1104,8,8,0,0,8,0,3
61841,SC,2,1112,0,4,0,0,4,0,2
61842,SC,2,1120,4,4,0,0,4,0,3
61843,SC,2,1139,8,44,0,0,28,0,3
61844,SC,2,1147,0,4,0,0,0,0,1
61845,SC,2,1155,0,4,0,0,4,0,2
61846,SC,2,1163,8,44,0,0,12,0,3
61847,SC,2,1171,0,4,0,0,0,0,1
61848,SC,2,1198,0,12,0,0,4,0,2
61849,SC,2,1201,4,60,0,0,12,0,3
61850,SC,2,1210,11,16,0,0,4,0,3
61851,SC,2,1236,0,8,0,0,4,0,2
61852,SC,2,1244,4,8,0,0,0,0,2
61853,SC,2,1252,0,8,0,0,12,0,2
61854,SC,2,1287,0,0,0,0,4,0,1
61855,SC,2,1295,0,4,0,0,4,0,2
61856,SC,2,1309,0,32,0,0,16,0,2
61857,SC,2,1317,0,8,0,0,4,0,2
61858,SC,2,1325,0,4,0,0,4,0,2
61859,SC,2,1333,0,4,0,0,4,0,2
61860,SC,2,1341,0,24,0,0,4,0,2
61861,SC,2,1350,0,4,0,0,0,0,1
61862,SC,3,1031,0,0,0,0,0,32,1
61863,SC,3,1066,0,0,0,0,0,119,1
61864,SC,3,1163,0,0,0,0,0,20,1
61865,SC,3,1171,0,0,0,0,0,51,1
61866,SC,3,1180,0,0,0,0,0,95,1
61867,SC,3,1198,0,0,0,0,0,31,1
61868,SC,3,1252,0,0,0,0,0,92,1
61869,SC,3,1295,0,0,0,0,0,67,1
61870,SC,3,1309,0,0,0,0,0,31,1
61871,SC,3,1317,0,0,0,0,0,36,1
61872,SC,3,2003,0,0,0,0,0,32,1
61873,SC,3,2038,0,0,0,0,0,16,1
61874,SC,3,2054,0,0,0,0,0,31,1
61875,SC,3,2062,0,0,0,0,0,83,1
61876,SC,3,2070,0,0,0,0,0,36,1
61877,SC,3,2097,0,0,0,0,0,40,1
61878,SC,3,2119,0,0,0,0,0,32,1
61879,SC,3,2127,0,0,0,0,0,51,1
61880,SC,3,2135,0,0,0,0,0,111,1
61881,SC,3,2143,0,0,0,0,0,48,1
61882,SC,3,2160,0,0,0,0,0,67,1
61883,SC,3,2178,0,0,0,0,0,103,1
61884,SC,3,2186,0,0,0,0,0,67,1
61885,SC,3,2208,0,0,0,0,0,87,1
61886,SC,3,2216,0,0,0,0,0,71,1
61887,SC,3,2224,0,0,0,0,0,68,1
61888,SC,3,2232,0,0,0,0,0,44,1
61889,SC,3,2240,0,0,0,0,0,83,1
61890,SC,4,1015,4,134,0,0,4,0,3
61891,SC,4,1023,0,25,0,0,4,0,2
61892,SC,4,1031,0,4,0,0,11,0,2
61893,SC,4,1040,0,4,0,0,12,0,2
61894,SC,4,1058,0,4,0,0,12,0,2
61895,SC,4,1066,0,2,0,0,16,0,2
61896,SC,4,1074,0,0,0,0,8,0,1
61897,SC,4,1082,0,3,0,0,0,0,1
61898,SC,4,1090,0,15,0,0,11,0,2
61899,SC,4,1104,0,0,0,0,3,0,1
61900,SC,4,1112,0,4,0,0,3,0,2
61901,SC,4,1120,0,0,0,0,10,0,1
61902,SC,4,1147,0,0,0,0,4,0,1
61903,SC,4,1155,0,0,0,0,8,0,1
61904,SC,4,1163,0,0,0,0,4,0,1
61905,SC,4,1180,0,4,0,0,4,0,2
61906,SC,4,1198,4,0,0,0,4,0,2
61907,SC,4,1201,0,0,0,0,4,0,1
61908,SC,4,1228,0,4,0,0,4,0,2
61909,SC,5,1015,0,0,0,0,24,0,1
61910,SC,5,1023,0,16,0,0,12,0,2
61911,SC,5,1031,0,48,0,0,19,0,2
61912,SC,5,1040,4,40,0,0,0,0,2
61913,SC,5,1058,0,0,0,0,20,0,1
61914,SC,5,1066,0,0,0,0,20,0,1
61915,SC,5,1074,0,0,0,0,4,0,1
61916,SC,5,1082,0,0,0,0,4,0,1
61917,SC,5,1090,0,0,0,0,28,0,1
61918,SC,5,1120,0,4,0,0,24,0,2
61919,SC,5,1155,0,0,0,0,8,0,1
61920,SC,5,1171,0,0,0,0,20,0,1
61921,SC,5,1180,0,4,0,0,15,0,2
61922,SC,5,1201,0,0,0,0,4,0,1
61923,SC,5,1210,0,0,0,0,12,0,1
61924,SC,5,1228,0,0,0,0,4,0,1
61925,SC,5,1392,4,12,0,0,0,0,2
61926,SC,5,1457,4,24,0,0,0,0,2
61927,SC,5,1597,4,31,0,0,0,0,2
61928,SC,5,1783,4,16,0,0,0,0,2
61929,SC,5,1945,4,56,0,0,0,0,2
61930,SC,5,1988,0,28,0,0,0,0,1
61931,SC,5,2038,4,7,0,0,0,0,2
61932,SC,5,2062,4,8,0,0,0,0,2
61933,SC,5,2070,8,0,0,0,0,0,1
61934,SC,5,2089,0,16,0,0,0,0,1
61935,SC,5,2097,0,16,0,0,0,0,1
61936,SC,5,2100,0,4,0,0,0,0,1
61937,SC,6,1015,4,0,35,0,35,0,3
61938,SC,6,1023,0,0,0,0,4,0,1
61939,SC,6,1031,0,0,0,0,31,0,1
61940,SC,6,1040,0,0,0,0,20,0,1
61941,SC,6,1058,0,0,16,0,0,0,1
61942,SC,6,1066,0,0,24,0,6,0,2
61943,SC,6,1082,0,0,0,0,22,0,1
61944,SC,6,1112,0,0,0,0,15,0,1
61945,SC,6,1120,0,0,0,0,4,0,1
61946,SC,6,1139,0,0,0,0,16,0,1
61947,SC,6,1155,0,0,0,0,8,0,1
61948,SC,6,1163,0,0,0,0,4,0,1
61949,SC,6,1228,4,0,8,0,4,0,3
61950,SC,6,1236,0,0,16,0,12,0,2
61951,SC,6,1295,8,0,36,0,0,0,2
61952,SC,6,1341,4,0,28,0,0,0,2
61953,SC,6,1368,15,0,55,0,4,0,3
61954,SC,6,1392,8,0,4,0,4,0,3
61955,SC,6,1406,4,0,20,0,8,0,3
61956,SC,6,1422,0,0,52,0,4,0,2
61957,SC,6,1465,0,0,8,0,20,0,2
61958,SC,6,1481,3,0,0,0,20,0,2
61959,SC,6,1538,0,0,0,0,12,0,1
61960,SC,6,1554,4,0,16,0,4,0,3
61961,SC,6,1562,4,0,20,0,0,0,2
61962,SC,6,1570,4,0,28,0,0,0,2
61963,SC,6,1597,0,0,12,0,0,0,1
61964,SC,6,1619,0,0,4,0,4,0,2
61965,SC,6,1627,4,0,19,0,0,0,2
61966,SC,6,1635,0,0,4,0,12,0,2
61967,SC,6,1651,0,0,19,0,0,0,1
61968,SC,6,1678,4,0,4,0,20,0,3
61969,SC,6,1686,0,0,4,0,4,0,2
61970,SC,6,1694,0,0,4,0,8,0,2
61971,SC,6,1708,0,0,0,0,3,0,1
